,danceable_ML,not_danceable_ML,female,male,voice,instrumental,tonal,atonal,spectral_complexity.mean
1235,1.0,1.1124366e-06,0.080220975,0.9195816,0.93582696,0.0462654,0.99973446,0.0025479915,9.938128471374512
1236,0.99999857,4.0276173e-06,0.44102725,0.5567467,0.846323,0.109769806,0.99850625,0.010565393,9.007734298706056
1237,0.99995834,9.465776e-05,0.11313057,0.88837355,0.9618241,0.048704654,0.99866474,0.003668694,13.517401695251465
1238,0.992504,0.0075801373,0.11589807,0.88485706,0.986747,0.014626535,0.8213071,0.22515924,13.0
1239,0.9995907,0.0006106656,0.13922644,0.86099875,0.9923863,0.0078027146,0.9348975,0.1281518,11.297757148742676
1240,0.999132,0.00050135347,0.21324015,0.7882687,0.978291,0.018467346,0.99307764,0.02208211,10.331786155700684
1241,0.99661756,0.002490516,0.3297012,0.67111826,0.9976135,0.003112153,0.8957354,0.1798502,11.325599670410156
1242,0.94983894,0.04901843,0.2758364,0.727147,0.72755355,0.25905126,0.99959004,0.0023575174,8.92652702331543
1243,0.99979955,0.0002818038,0.16807623,0.8241311,0.91866416,0.07652694,0.99920446,0.0030628936,10.985305786132812
1244,0.9995679,0.00040805954,0.10222647,0.8981737,0.9461184,0.06637792,0.9998666,0.0011959071,16.51972198486328
1245,1.0,1.297843e-06,0.037405446,0.962131,0.99145246,0.012064217,0.99967104,0.002711296,9.014694213867188
1246,0.9999974,1.3734371e-05,0.20531745,0.7961362,0.87763906,0.12437028,0.99999076,0.00013852303,8.34106731414795
1247,0.9950755,0.0025092557,0.31512392,0.68581384,0.5934217,0.38284594,0.9913546,0.038316935,7.536736488342285
1248,0.9999475,3.589151e-05,0.08749697,0.9126083,0.95010424,0.05111439,0.97593397,0.02999452,12.607888221740724
1249,0.91500777,0.06737863,0.23126477,0.7688689,0.8889574,0.10354504,0.98643184,0.0771965,9.59087371826172
1250,0.7986618,0.18897031,0.18842888,0.8117659,0.7646668,0.23745717,0.9205325,0.11987778,12.612528800964355
1251,0.9655518,0.024938509,0.061836693,0.9390053,0.98767996,0.011911333,0.9998517,0.0005304705,14.116009712219238
1252,0.99077475,0.005368189,0.106395066,0.894212,0.98255026,0.015007634,0.99996173,0.0002675132,10.977571487426758
